name,group,default value,readonly,user_visible,notes,Range min,Range max,v2_user_visible (intent),v2_readonly (intent),changed_vs_v2
COMPASS_DEV_ID4,COMPASS,0,False,True,defaults.parm: # TEMP-COMPASS-EXPERIMENT unlocked,,,False,True,readonly True->False; user_visible False->True
COMPASS_DEV_ID5,COMPASS,0,False,True,defaults.parm: # TEMP-COMPASS-EXPERIMENT unlocked,,,False,True,readonly True->False; user_visible False->True
COMPASS_DEV_ID6,COMPASS,0,False,True,defaults.parm: # TEMP-COMPASS-EXPERIMENT unlocked,,,False,True,readonly True->False; user_visible False->True
COMPASS_DEV_ID7,COMPASS,0,False,True,defaults.parm: # TEMP-COMPASS-EXPERIMENT unlocked,,,False,True,readonly True->False; user_visible False->True
COMPASS_DEV_ID8,COMPASS,0,False,True,defaults.parm: # TEMP-COMPASS-EXPERIMENT unlocked,,,False,True,readonly True->False; user_visible False->True
COMPASS_DIA2_X,COMPASS,,False,True,NOT SEEDED - per-unit calibration value; stripped from defaults.parm in 6f1d594 so each airframe keeps its own cal,,,False,True,"default 1->(blank, not seeded); readonly True->False; user_visible False->True"
COMPASS_DIA2_Y,COMPASS,,False,True,NOT SEEDED - per-unit calibration value; stripped from defaults.parm in 6f1d594 so each airframe keeps its own cal,,,False,True,"default 1->(blank, not seeded); readonly True->False; user_visible False->True"
COMPASS_DIA2_Z,COMPASS,,False,True,NOT SEEDED - per-unit calibration value; stripped from defaults.parm in 6f1d594 so each airframe keeps its own cal,,,False,True,"default 1->(blank, not seeded); readonly True->False; user_visible False->True"
COMPASS_DIA3_X,COMPASS,,False,True,NOT SEEDED - per-unit calibration value; stripped from defaults.parm in 6f1d594 so each airframe keeps its own cal,,,False,True,"default 1.06968->(blank, not seeded); readonly True->False; user_visible False->True"
COMPASS_DIA3_Y,COMPASS,,False,True,NOT SEEDED - per-unit calibration value; stripped from defaults.parm in 6f1d594 so each airframe keeps its own cal,,,False,True,"default 0.966183->(blank, not seeded); readonly True->False; user_visible False->True"
COMPASS_DIA3_Z,COMPASS,,False,True,NOT SEEDED - per-unit calibration value; stripped from defaults.parm in 6f1d594 so each airframe keeps its own cal,,,False,True,"default 0.873541->(blank, not seeded); readonly True->False; user_visible False->True"
COMPASS_DIA_X,COMPASS,,False,True,NOT SEEDED - per-unit calibration value; stripped from defaults.parm in 6f1d594 so each airframe keeps its own cal,,,False,True,"default 0.989752->(blank, not seeded); readonly True->False; user_visible False->True"
COMPASS_DIA_Y,COMPASS,,False,True,NOT SEEDED - per-unit calibration value; stripped from defaults.parm in 6f1d594 so each airframe keeps its own cal,,,False,True,"default 1.02105->(blank, not seeded); readonly True->False; user_visible False->True"
COMPASS_DIA_Z,COMPASS,,False,True,NOT SEEDED - per-unit calibration value; stripped from defaults.parm in 6f1d594 so each airframe keeps its own cal,,,False,True,"default 1.04047->(blank, not seeded); readonly True->False; user_visible False->True"
COMPASS_DISBLMSK,COMPASS,0,True,True,,,,False,True,user_visible False->True
COMPASS_ENABLE,COMPASS,1,False,True,defaults.parm: # TEMP-COMPASS-EXPERIMENT unlocked,,,False,True,readonly True->False; user_visible False->True
COMPASS_EXTERN2,COMPASS,1,False,True,defaults.parm: # TEMP-COMPASS-EXPERIMENT unlocked,,,False,True,readonly True->False; user_visible False->True
COMPASS_EXTERN3,COMPASS,0,False,True,defaults.parm: # TEMP-COMPASS-EXPERIMENT unlocked,,,False,True,readonly True->False; user_visible False->True
COMPASS_EXTERNAL,COMPASS,1,False,True,defaults.parm: # TEMP-COMPASS-EXPERIMENT unlocked,,,False,True,readonly True->False; user_visible False->True
COMPASS_FLTR_RNG,COMPASS,0,True,True,,,,False,True,user_visible False->True
COMPASS_LEARN,COMPASS,0,False,True,,,,False,True,readonly True->False; user_visible False->True
COMPASS_MOT2_X,COMPASS,,False,True,NOT SEEDED - compassmot compensation. Device-ID pinning table exists (ArduCopter/xplorer_compass_mot_pinning.h) but xplorer_compass_mot_boot_align() is CURRENTLY COMMENTED OUT in system.cpp (TEMP-COMPASS-EXPERIMENT) | [v2 note] should make false once we fix this on a lower level,,,True,False,"default 4.9->(blank, not seeded)"
COMPASS_MOT2_Y,COMPASS,,False,True,NOT SEEDED - compassmot compensation. Device-ID pinning table exists (ArduCopter/xplorer_compass_mot_pinning.h) but xplorer_compass_mot_boot_align() is CURRENTLY COMMENTED OUT in system.cpp (TEMP-COMPASS-EXPERIMENT) | [v2 note] should make false once we fix this on a lower level,,,True,False,"default 0.2->(blank, not seeded)"
COMPASS_MOT2_Z,COMPASS,,False,True,NOT SEEDED - compassmot compensation. Device-ID pinning table exists (ArduCopter/xplorer_compass_mot_pinning.h) but xplorer_compass_mot_boot_align() is CURRENTLY COMMENTED OUT in system.cpp (TEMP-COMPASS-EXPERIMENT) | [v2 note] should make false once we fix this on a lower level,,,True,False,"default -2.8->(blank, not seeded)"
COMPASS_MOT3_X,COMPASS,,False,True,NOT SEEDED - compassmot compensation. Device-ID pinning table exists (ArduCopter/xplorer_compass_mot_pinning.h) but xplorer_compass_mot_boot_align() is CURRENTLY COMMENTED OUT in system.cpp (TEMP-COMPASS-EXPERIMENT) | [v2 note] should make false once we fix this on a lower level,,,True,False,"default 0->(blank, not seeded)"
COMPASS_MOT3_Y,COMPASS,,False,True,NOT SEEDED - compassmot compensation. Device-ID pinning table exists (ArduCopter/xplorer_compass_mot_pinning.h) but xplorer_compass_mot_boot_align() is CURRENTLY COMMENTED OUT in system.cpp (TEMP-COMPASS-EXPERIMENT) | [v2 note] should make false once we fix this on a lower level,,,True,False,"default 0->(blank, not seeded)"
COMPASS_MOT3_Z,COMPASS,,False,True,NOT SEEDED - compassmot compensation. Device-ID pinning table exists (ArduCopter/xplorer_compass_mot_pinning.h) but xplorer_compass_mot_boot_align() is CURRENTLY COMMENTED OUT in system.cpp (TEMP-COMPASS-EXPERIMENT) | [v2 note] should make false once we fix this on a lower level,,,True,False,"default 0->(blank, not seeded)"
COMPASS_MOTCT,COMPASS,2,False,True,defaults.parm: # TEMP-COMPASS-EXPERIMENT unlocked,,,False,True,readonly True->False; user_visible False->True
COMPASS_MOT_X,COMPASS,,False,True,NOT SEEDED - compassmot compensation. Device-ID pinning table exists (ArduCopter/xplorer_compass_mot_pinning.h) but xplorer_compass_mot_boot_align() is CURRENTLY COMMENTED OUT in system.cpp (TEMP-COMPASS-EXPERIMENT) | [v2 note] should make false once we fix this on a lower level,,,True,False,"default 5.4->(blank, not seeded)"
COMPASS_MOT_Y,COMPASS,,False,True,NOT SEEDED - compassmot compensation. Device-ID pinning table exists (ArduCopter/xplorer_compass_mot_pinning.h) but xplorer_compass_mot_boot_align() is CURRENTLY COMMENTED OUT in system.cpp (TEMP-COMPASS-EXPERIMENT) | [v2 note] should make false once we fix this on a lower level,,,True,False,"default -0.6->(blank, not seeded)"
COMPASS_MOT_Z,COMPASS,,False,True,NOT SEEDED - compassmot compensation. Device-ID pinning table exists (ArduCopter/xplorer_compass_mot_pinning.h) but xplorer_compass_mot_boot_align() is CURRENTLY COMMENTED OUT in system.cpp (TEMP-COMPASS-EXPERIMENT) | [v2 note] should make false once we fix this on a lower level,,,True,False,"default -3.2->(blank, not seeded)"
COMPASS_ODI2_X,COMPASS,,False,True,NOT SEEDED - per-unit calibration value; stripped from defaults.parm in 6f1d594 so each airframe keeps its own cal,,,False,True,"default 0->(blank, not seeded); readonly True->False; user_visible False->True"
COMPASS_ODI2_Y,COMPASS,,False,True,NOT SEEDED - per-unit calibration value; stripped from defaults.parm in 6f1d594 so each airframe keeps its own cal,,,False,True,"default 0->(blank, not seeded); readonly True->False; user_visible False->True"
COMPASS_ODI2_Z,COMPASS,,False,True,NOT SEEDED - per-unit calibration value; stripped from defaults.parm in 6f1d594 so each airframe keeps its own cal,,,False,True,"default 0->(blank, not seeded); readonly True->False; user_visible False->True"
COMPASS_ODI3_X,COMPASS,,False,True,NOT SEEDED - per-unit calibration value; stripped from defaults.parm in 6f1d594 so each airframe keeps its own cal,,,False,True,"default -0.0295737->(blank, not seeded); readonly True->False; user_visible False->True"
COMPASS_ODI3_Y,COMPASS,,False,True,NOT SEEDED - per-unit calibration value; stripped from defaults.parm in 6f1d594 so each airframe keeps its own cal,,,False,True,"default -0.0304869->(blank, not seeded); readonly True->False; user_visible False->True"
COMPASS_ODI3_Z,COMPASS,,False,True,NOT SEEDED - per-unit calibration value; stripped from defaults.parm in 6f1d594 so each airframe keeps its own cal,,,False,True,"default 0.00523252->(blank, not seeded); readonly True->False; user_visible False->True"
COMPASS_ODI_X,COMPASS,,False,True,NOT SEEDED - per-unit calibration value; stripped from defaults.parm in 6f1d594 so each airframe keeps its own cal,,,False,True,"default -0.00598376->(blank, not seeded); readonly True->False; user_visible False->True"
COMPASS_ODI_Y,COMPASS,,False,True,NOT SEEDED - per-unit calibration value; stripped from defaults.parm in 6f1d594 so each airframe keeps its own cal,,,False,True,"default 0.0656187->(blank, not seeded); readonly True->False; user_visible False->True"
COMPASS_ODI_Z,COMPASS,,False,True,NOT SEEDED - per-unit calibration value; stripped from defaults.parm in 6f1d594 so each airframe keeps its own cal,,,False,True,"default -0.00464728->(blank, not seeded); readonly True->False; user_visible False->True"
COMPASS_OFFS_MAX,COMPASS,1800,False,True,,,,False,True,readonly True->False; user_visible False->True
COMPASS_OFS2_X,COMPASS,,False,True,NOT SEEDED - per-unit calibration value; stripped from defaults.parm in 6f1d594 so each airframe keeps its own cal,,,False,True,"default 79.7379->(blank, not seeded); readonly True->False; user_visible False->True"
COMPASS_OFS2_Y,COMPASS,,False,True,NOT SEEDED - per-unit calibration value; stripped from defaults.parm in 6f1d594 so each airframe keeps its own cal,,,False,True,"default -20.6794->(blank, not seeded); readonly True->False; user_visible False->True"
COMPASS_OFS2_Z,COMPASS,,False,True,NOT SEEDED - per-unit calibration value; stripped from defaults.parm in 6f1d594 so each airframe keeps its own cal,,,False,True,"default 154.723->(blank, not seeded); readonly True->False; user_visible False->True"
COMPASS_OFS3_X,COMPASS,,False,True,NOT SEEDED - per-unit calibration value; stripped from defaults.parm in 6f1d594 so each airframe keeps its own cal,,,False,True,"default 88.0349->(blank, not seeded); readonly True->False; user_visible False->True"
COMPASS_OFS3_Y,COMPASS,,False,True,NOT SEEDED - per-unit calibration value; stripped from defaults.parm in 6f1d594 so each airframe keeps its own cal,,,False,True,"default 711.893->(blank, not seeded); readonly True->False; user_visible False->True"
COMPASS_OFS3_Z,COMPASS,,False,True,NOT SEEDED - per-unit calibration value; stripped from defaults.parm in 6f1d594 so each airframe keeps its own cal,,,False,True,"default 544.816->(blank, not seeded); readonly True->False; user_visible False->True"
COMPASS_OFS_X,COMPASS,,False,True,NOT SEEDED - per-unit calibration value; stripped from defaults.parm in 6f1d594 so each airframe keeps its own cal,,,False,True,"default 15.7597->(blank, not seeded); readonly True->False; user_visible False->True"
COMPASS_OFS_Y,COMPASS,,False,True,NOT SEEDED - per-unit calibration value; stripped from defaults.parm in 6f1d594 so each airframe keeps its own cal,,,False,True,"default -23.1253->(blank, not seeded); readonly True->False; user_visible False->True"
COMPASS_OFS_Z,COMPASS,,False,True,NOT SEEDED - per-unit calibration value; stripped from defaults.parm in 6f1d594 so each airframe keeps its own cal,,,False,True,"default 42.5939->(blank, not seeded); readonly True->False; user_visible False->True"
COMPASS_OPTIONS,COMPASS,0,False,True,defaults.parm: # TEMP-COMPASS-EXPERIMENT unlocked,,,False,True,readonly True->False; user_visible False->True
COMPASS_ORIENT,COMPASS,0,False,True,defaults.parm: # TEMP-COMPASS-EXPERIMENT unlocked,,,False,True,readonly True->False; user_visible False->True
COMPASS_ORIENT2,COMPASS,0,False,True,defaults.parm: # TEMP-COMPASS-EXPERIMENT unlocked,,,False,True,readonly True->False; user_visible False->True
COMPASS_ORIENT3,COMPASS,0,False,True,defaults.parm: # TEMP-COMPASS-EXPERIMENT unlocked,,,False,True,readonly True->False; user_visible False->True
COMPASS_PMOT_EN,COMPASS,0,True,True,,,,False,True,user_visible False->True
COMPASS_PRIO1_ID,COMPASS,96515,False,True,defaults.parm: # TEMP-COMPASS-EXPERIMENT unlocked,,,False,True,readonly True->False; user_visible False->True
COMPASS_PRIO2_ID,COMPASS,162051,False,True,defaults.parm: # TEMP-COMPASS-EXPERIMENT unlocked,,,False,True,readonly True->False; user_visible False->True
COMPASS_PRIO3_ID,COMPASS,1313809,False,True,defaults.parm: # TEMP-COMPASS-EXPERIMENT unlocked,,,False,True,readonly True->False; user_visible False->True
COMPASS_SCALE,COMPASS,,False,True,NOT SEEDED - per-unit calibration value; stripped from defaults.parm in 6f1d594 so each airframe keeps its own cal,,,False,True,"default 1.08746->(blank, not seeded); readonly True->False; user_visible False->True"
COMPASS_SCALE2,COMPASS,,False,True,NOT SEEDED - per-unit calibration value; stripped from defaults.parm in 6f1d594 so each airframe keeps its own cal,,,False,True,"default 0.913768->(blank, not seeded); readonly True->False; user_visible False->True"
COMPASS_SCALE3,COMPASS,,False,True,NOT SEEDED - per-unit calibration value; stripped from defaults.parm in 6f1d594 so each airframe keeps its own cal,,,False,True,"default 1.04841->(blank, not seeded); readonly True->False; user_visible False->True"
COMPASS_USE,COMPASS,1,False,True,defaults.parm: # TEMP-COMPASS-EXPERIMENT unlocked,,,False,True,readonly True->False; user_visible False->True
COMPASS_USE2,COMPASS,1,False,True,defaults.parm: # TEMP-COMPASS-EXPERIMENT unlocked,,,False,True,readonly True->False; user_visible False->True
COMPASS_USE3,COMPASS,0,False,True,defaults.parm: # TEMP-COMPASS-EXPERIMENT unlocked,,,False,True,readonly True->False; user_visible False->True
CUST_ROT_ENABLE,CUST,0,True,True,,,,False,True,user_visible False->True
DEV_OPTIONS,DEV,0,True,True,,,,False,True,user_visible False->True
DID_BARO_ACC,DID,-1,True,True,,,,False,True,user_visible False->True
DID_CANDRIVER,DID,1,True,True,,,,False,True,user_visible False->True
DID_ENABLE,DID,1,True,True,,,,False,True,user_visible False->True
DID_MAVPORT,DID,-1,True,True,,,,False,True,user_visible False->True
DID_OPTIONS,DID,1,True,True,,,,False,True,user_visible False->True
DISARM_DELAY,DISARM,10,False,True,,,,True,False,
EAHRS_TYPE,EAHRS,0,True,True,,,,False,True,user_visible False->True
EK3_ABIAS_P_NSE,EK,0.02,True,True,,,,False,True,user_visible False->True
EK3_ACC_BIAS_LIM,EK,1,True,True,,,,False,True,user_visible False->True
EK3_ACC_P_NSE,EK,0.35,True,True,,,,False,True,user_visible False->True
EK3_AFFINITY,EK,0,True,True,,,,False,True,user_visible False->True
EK3_ALT_M_NSE,EK,2,True,True,,,,False,True,user_visible False->True
EK3_BCN_DELAY,EK,50,True,True,,,,False,True,user_visible False->True
EK3_BCN_I_GTE,EK,500,True,True,,,,False,True,user_visible False->True
EK3_BCN_M_NSE,EK,1,True,True,,,,False,True,user_visible False->True
EK3_BETA_MASK,EK,0,True,True,,,,False,True,user_visible False->True
EK3_CHECK_SCALE,EK,100,True,True,,,,False,True,user_visible False->True
EK3_DRAG_BCOEF_X,EK,0,True,True,,,,False,True,user_visible False->True
EK3_DRAG_BCOEF_Y,EK,0,True,True,,,,False,True,user_visible False->True
EK3_DRAG_MCOEF,EK,0,True,True,,,,False,True,user_visible False->True
EK3_DRAG_M_NSE,EK,0.5,True,True,,,,False,True,user_visible False->True
EK3_EAS_I_GATE,EK,400,True,True,,,,False,True,user_visible False->True
EK3_EAS_M_NSE,EK,1.4,True,True,,,,False,True,user_visible False->True
EK3_ENABLE,EK,1,True,True,,,,False,True,user_visible False->True
EK3_ERR_THRESH,EK,0.2,True,True,,,,False,True,user_visible False->True
EK3_FLOW_DELAY,EK,10,True,True,,,,False,True,user_visible False->True
EK3_FLOW_I_GATE,EK,300,True,True,,,,False,True,user_visible False->True
EK3_FLOW_M_NSE,EK,0.25,True,True,,,,False,True,user_visible False->True
EK3_FLOW_USE,EK,1,True,True,,,,False,True,user_visible False->True
EK3_GBIAS_P_NSE,EK,0.001,True,True,,,,False,True,user_visible False->True
EK3_GLITCH_RAD,EK,25,True,True,,,,False,True,user_visible False->True
EK3_GND_EFF_DZ,EK,4,True,True,,,,False,True,user_visible False->True
EK3_GPS_CHECK,EK,31,True,True,,,,False,True,user_visible False->True
EK3_GPS_VACC_MAX,EK,0,True,True,,,,False,True,user_visible False->True
EK3_GSF_RST_MAX,EK,2,True,True,,,,False,True,user_visible False->True
EK3_GSF_RUN_MASK,EK,3,True,True,,,,False,True,user_visible False->True
EK3_GSF_USE_MASK,EK,3,True,True,,,,False,True,user_visible False->True
EK3_GYRO_P_NSE,EK,0.015,True,True,,,,False,True,user_visible False->True
EK3_HGT_DELAY,EK,60,True,True,,,,False,True,user_visible False->True
EK3_HGT_I_GATE,EK,500,True,True,,,,False,True,user_visible False->True
EK3_HRT_FILT,EK,2,True,True,,,,False,True,user_visible False->True
EK3_IMU_MASK,EK,7,True,True,,,,False,True,user_visible False->True
EK3_LOG_LEVEL,EK,0,True,True,,,,False,True,user_visible False->True
EK3_MAGB_P_NSE,EK,0.0001,True,True,,,,False,True,default 0.0002->0.0001; user_visible False->True
EK3_MAGE_P_NSE,EK,0.001,True,True,,,,False,True,user_visible False->True
EK3_MAG_CAL,EK,3,False,True,,,,False,True,readonly True->False; user_visible False->True
EK3_MAG_EF_LIM,EK,50,True,True,,,,False,True,user_visible False->True
EK3_MAG_I_GATE,EK,300,True,True,,,,False,True,user_visible False->True
EK3_MAG_MASK,EK,0,True,True,,,,False,True,user_visible False->True
EK3_MAG_M_NSE,EK,0.05,True,True,,,,False,True,default 0.08->0.05; user_visible False->True
EK3_MAX_FLOW,EK,2.5,True,True,,,,False,True,user_visible False->True
EK3_NOAID_M_NSE,EK,10,True,True,,,,False,True,user_visible False->True
EK3_OGNM_TEST_SF,EK,2,True,True,,,,False,True,user_visible False->True
EK3_OGN_HGT_MASK,EK,0,True,True,,,,False,True,user_visible False->True
EK3_OPTIONS,EK,0,True,True,,,,False,True,user_visible False->True
EK3_POSNE_M_NSE,EK,0.5,True,True,,,,False,True,user_visible False->True
EK3_POS_I_GATE,EK,500,True,True,,,,False,True,user_visible False->True
EK3_PRIMARY,EK,0,True,True,,,,False,True,user_visible False->True
EK3_RNG_I_GATE,EK,500,True,True,,,,False,True,user_visible False->True
EK3_RNG_M_NSE,EK,0.5,True,True,,,,False,True,user_visible False->True
EK3_RNG_USE_HGT,EK,-1,True,True,,,,False,True,user_visible False->True
EK3_RNG_USE_SPD,EK,2,True,True,,,,False,True,user_visible False->True
EK3_SRC1_POSXY,EK,3,True,True,,,,False,True,user_visible False->True
EK3_SRC1_POSZ,EK,3,False,True,,,,False,False,user_visible False->True
EK3_SRC1_VELXY,EK,3,True,True,,,,False,True,user_visible False->True
EK3_SRC1_VELZ,EK,3,True,True,,,,False,True,user_visible False->True
EK3_SRC1_YAW,EK,1,True,True,,,,False,True,user_visible False->True
EK3_SRC2_POSXY,EK,0,True,True,,,,False,True,user_visible False->True
EK3_SRC2_POSZ,EK,1,False,True,,,,False,False,user_visible False->True
EK3_SRC2_VELXY,EK,0,True,True,,,,False,True,user_visible False->True
EK3_SRC2_VELZ,EK,0,True,True,,,,False,True,user_visible False->True
EK3_SRC2_YAW,EK,0,True,True,,,,False,True,user_visible False->True
EK3_SRC3_POSXY,EK,0,True,True,,,,False,True,user_visible False->True
EK3_SRC3_POSZ,EK,1,False,True,,,,False,False,user_visible False->True
EK3_SRC3_VELXY,EK,0,True,True,,,,False,True,user_visible False->True
EK3_SRC3_VELZ,EK,0,True,True,,,,False,True,user_visible False->True
EK3_SRC3_YAW,EK,0,True,True,,,,False,True,user_visible False->True
EK3_SRC_OPTIONS,EK,1,True,True,,,,False,True,user_visible False->True
EK3_TAU_OUTPUT,EK,25,True,True,,,,False,True,user_visible False->True
EK3_TERR_GRAD,EK,0.1,True,True,,,,False,True,user_visible False->True
EK3_VELD_M_NSE,EK,0.5,True,True,,,,False,True,user_visible False->True
EK3_VELNE_M_NSE,EK,0.3,True,True,,,,False,True,user_visible False->True
EK3_VEL_I_GATE,EK,500,True,True,,,,False,True,user_visible False->True
EK3_VIS_VERR_MAX,EK,0.9,True,True,,,,False,True,user_visible False->True
EK3_VIS_VERR_MIN,EK,0.1,True,True,,,,False,True,user_visible False->True
EK3_WENC_VERR,EK,0.1,True,True,,,,False,True,user_visible False->True
EK3_WIND_PSCALE,EK,1,True,True,,,,False,True,user_visible False->True
EK3_WIND_P_NSE,EK,0.2,True,True,,,,False,True,user_visible False->True
EK3_YAW_I_GATE,EK,300,True,True,,,,False,True,user_visible False->True
EK3_YAW_M_NSE,EK,0.5,True,True,,,,False,True,user_visible False->True
ESC_CALIBRATION,ESC,0,True,True,,,,False,True,user_visible False->True
ESC_TLM_MAV_OFS,ESC,0,True,True,,,,False,True,user_visible False->True
FENCE_ACTION,FENCE,1,False,True,,,,True,False,
FENCE_ALT_MAX,FENCE,140,False,True,,,,True,False,
FENCE_ALT_MIN,FENCE,-10,False,True,,,,True,False,
FENCE_AUTOENABLE,FENCE,0,False,True,,,,True,False,
FENCE_ENABLE,FENCE,1,False,True,,,,True,False,
FENCE_MARGIN,FENCE,2,False,True,,,,True,False,
FENCE_OPTIONS,FENCE,0,False,True,,,,True,False,
FENCE_RADIUS,FENCE,3000,False,True,,,,True,False,
FENCE_TOTAL,FENCE,,False,True,NOT SEEDED - runtime-managed; deliberately omitted from defaults.parm so a fresh board does not inherit stale state,,,True,False,"default 0->(blank, not seeded)"
FENCE_TYPE,FENCE,3,False,True,,,,True,False,
FFT_ENABLE,FFT,0,True,True,,,,False,True,user_visible False->True
FILT1_TYPE,FILT,0,True,True,,,,False,True,user_visible False->True
FILT2_TYPE,FILT,0,True,True,,,,False,True,user_visible False->True
FILT3_TYPE,FILT,0,True,True,,,,False,True,user_visible False->True
FILT4_TYPE,FILT,0,True,True,,,,False,True,user_visible False->True
FILT5_TYPE,FILT,0,True,True,,,,False,True,user_visible False->True
FILT6_TYPE,FILT,0,True,True,,,,False,True,user_visible False->True
FILT7_TYPE,FILT,0,True,True,,,,False,True,user_visible False->True
FILT8_TYPE,FILT,0,True,True,,,,False,True,user_visible False->True
FLIGHT_OPTIONS,FLIGHT,0,True,True,,,,False,True,user_visible False->True
FLOW_TYPE,FLOW,0,True,True,,,,False,True,user_visible False->True
FLTMODE1,FLTMODE,0,True,True,,,,False,True,user_visible False->True
FLTMODE2,FLTMODE,0,True,True,,,,False,True,user_visible False->True
FLTMODE3,FLTMODE,0,True,True,,,,False,True,user_visible False->True
FLTMODE4,FLTMODE,0,True,True,,,,False,True,user_visible False->True
FLTMODE5,FLTMODE,0,True,True,,,,False,True,user_visible False->True
FLTMODE6,FLTMODE,0,True,True,,,,False,True,user_visible False->True
FLTMODE_CH,FLTMODE,0,True,True,,,,False,True,user_visible False->True
FLTMODE_GCSBLOCK,FLTMODE,0,True,True,,,,False,True,user_visible False->True
FORMAT_VERSION,FORMAT,,False,True,NOT SEEDED - runtime-managed; deliberately omitted from defaults.parm so a fresh board does not inherit stale state,,,False,True,"default 120->(blank, not seeded); readonly True->False; user_visible False->True"
FRAME_CLASS,FRAME,1,True,True,,,,False,True,user_visible False->True
FRAME_TYPE,FRAME,1,True,True,,,,False,True,user_visible False->True
FRSKY_DNLINK1_ID,FRSKY,20,True,True,,,,False,True,user_visible False->True
FRSKY_DNLINK2_ID,FRSKY,7,True,True,,,,False,True,user_visible False->True
FRSKY_DNLINK_ID,FRSKY,27,True,True,,,,False,True,user_visible False->True
FRSKY_OPTIONS,FRSKY,0,True,True,,,,False,True,user_visible False->True
FRSKY_UPLINK_ID,FRSKY,13,True,True,,,,False,True,user_visible False->True
FS_CRASH_CHECK,FS,1,True,True,,,,False,True,user_visible False->True
FS_DR_ENABLE,FS,2,True,True,,,,False,True,user_visible False->True
FS_DR_TIMEOUT,FS,30,True,True,,,,False,True,user_visible False->True
FS_EKF_ACTION,FS,1,False,True,,,,True,False,
FS_EKF_FILT,FS,5,False,True,,,,False,False,user_visible False->True
FS_EKF_THRESH,FS,0.8,False,True,,,,False,False,user_visible False->True
FS_GCS_ENABLE,FS,0,False,True,,,,True,False,
FS_GCS_TIMEOUT,FS,5,False,True,,,,True,False,
FS_OPTIONS,FS,8,False,True,,,,True,False,
FS_THR_ENABLE,FS,1,False,True,,,,True,False,
FS_THR_VALUE,FS,950,False,True,,,,False,False,user_visible False->True
FS_VIBE_ENABLE,FS,1,False,True,,,,False,False,user_visible False->True
FWDAVD_ACT_AUTO,FWDAVD,2,False,True,,,,True,False,
FWDAVD_ACT_MAN,FWDAVD,4,False,True,,,,True,False,
FWDAVD_ALT,FWDAVD,5,False,True,,,,True,False,
FWDAVD_BTN_EN,FWDAVD,1,False,True,,,,True,False,
FWDAVD_CHAN,FWDAVD,0,False,True,,,,True,False,
FWDAVD_COND,FWDAVD,0,False,True,,,,True,False,
FWDAVD_DIST,FWDAVD,15,False,True,"HARD CLAMPED 3..40 - out-of-range PARAM_SET rejected, stored value scrubbed at boot",3,40,True,False,
FWDAVD_EN,FWDAVD,3,False,True,,,,True,False,
FWDAVD_SAMP,FWDAVD,3,False,True,"HARD CLAMPED 1..20 - out-of-range PARAM_SET rejected, stored value scrubbed at boot",1,20,True,False,
GCS_PID_MASK,GCS,0,True,True,,,,False,True,user_visible False->True
GND_EFFECT_COMP,GND,1,True,True,,,,False,True,user_visible False->True
GPS1_CAN_NODEID,GPS,121,True,True,,,,False,True,user_visible False->True
GPS1_CAN_OVRIDE,GPS,121,False,True,,,,False,False,user_visible False->True
GPS1_COM_PORT,GPS,1,True,True,,,,False,True,user_visible False->True
GPS1_DELAY_MS,GPS,0,True,True,,,,False,True,user_visible False->True
GPS1_GNSS_MODE,GPS,0,True,True,,,,False,True,user_visible False->True
GPS1_MB_TYPE,GPS,0,True,True,,,,False,True,user_visible False->True
GPS1_POS_X,GPS,0.05681,True,True,,,,False,True,user_visible False->True
GPS1_POS_Y,GPS,0,True,True,,,,False,True,user_visible False->True
GPS1_POS_Z,GPS,-0.1217,True,True,,,,False,True,user_visible False->True
GPS1_RATE_MS,GPS,200,True,True,,,,False,True,user_visible False->True
GPS1_TYPE,GPS,9,True,True,,,,False,True,user_visible False->True
GPS2_TYPE,GPS,0,True,True,,,,False,True,user_visible False->True
GPS_AUTO_CONFIG,GPS,1,False,True,,,,False,False,user_visible False->True
GPS_AUTO_SWITCH,GPS,0,True,True,,,,False,True,user_visible False->True
GPS_BLEND_MASK,GPS,0,True,True,,,,False,True,user_visible False->True
GPS_DRV_OPTIONS,GPS,0,False,True,,,,False,False,user_visible False->True
GPS_HDOP_GOOD,GPS,140,True,True,,,,False,True,user_visible False->True
GPS_INJECT_TO,GPS,127,True,True,,,,False,True,user_visible False->True
GPS_MIN_ELEV,GPS,-100,True,True,,,,False,True,user_visible False->True
GPS_NAVFILTER,GPS,8,True,True,,,,False,True,user_visible False->True
GPS_PRIMARY,GPS,0,True,True,,,,False,True,user_visible False->True
GPS_RAW_DATA,GPS,0,True,True,,,,False,True,user_visible False->True
GPS_SAVE_CFG,GPS,2,True,True,,,,False,True,user_visible False->True
GPS_SBAS_MODE,GPS,2,True,True,,,,False,True,user_visible False->True
GPS_SBP_LOGMASK,GPS,-256,True,True,,,,False,True,user_visible False->True
GRIP_ENABLE,GRIP,0,True,True,,,,False,True,user_visible False->True
GUID_OPTIONS,GUID,0,True,True,,,,False,True,user_visible False->True
GUID_TIMEOUT,GUID,3,True,True,,,,False,True,user_visible False->True
INITIAL_MODE,INITIAL,5,True,True,,,,False,True,user_visible False->True
